Id,Label
9906098,Supersymmetric Rotating Black Holes and Causality Violation
9907006,On Domain-Wall/QFT Dualities in Various Dimensions
9906027,Seiberg-Witten Theory and Calogero-Moser Systems
9906073,Concavity of the $Q\bar Q$ potential in ${\cal N}=4$ super Yang-Mills
9906071,Modular Theory and Eyvind Wichmann's Contributions to modern Particle
9907008,1/4-BPS states on noncommutative tori
9906208,The deconfinement phase transition as an Aharonov-Bohm effect
9906024,Two approaches to anomaly-free quantization of general covariant systems
9906174,The Spin-Statistics Connection in Quantum Gravity
9906031,The $Z_k \times D_{k'}$ Brane Box Model
9907009,Pure Spinor Formalism for Conformal Fermion and Conserved Currents
9906017,Tree-level renormalization
9907021,D=4 Yang-Mills Correlators from NSR Strings on $AdS_5\times{S^5}$
9906002,Spatial Compactification and Decay-Rate Behavior
9906035,Correspondence between Minkowski and de Sitter Quantum Field Theory
9906175,Light Meson Mass Spectrum from Gauge Fields on Supergravity Backgrounds
9906201,Wilson loops from multicentre and rotating branes; mass gaps and phase
9906044,Black holes and thermodynamics of non-gravitational theories
9908030,Anomalous couplings of type 0 D-branes
9907218,Deformed oscillators algebra formulation of the Nonlinear Schrodinger
9908077,Discrete Flux as Quantum Hair
9907092,Further comments on the background field method and gauge invariant
9907039,A Quantum Field Theory with Infinite Resonance States
9908050,Minimal Models of Integrable Lattice Theory and Truncated Functional
9908061,A Note on Holographic Principle in models of Extended Inflation type
9907220,Gauge Transformations on Massless Spin-1/2 Particles and Neutrino
9907058,Dimensionally Reduced SYM_4 as Solvable Matrix Quantum Mechanics
9908094,Exotic Branes and Nonperturbative Seven Branes
9907070,Domain walls of D=5 supergravity and fixed points of N=1 Super Yang
9907176,Topology of the gauge-invariant gauge field in two-color QCD
9907101,Supersymmetric Quantum Mechanical Description of Four Dimensional Black
9907040,Asymptotics of correlation function of twist fields in two-dimensional
9907076,Heat Kernel Expansion for Semitransparent Boundaries
9907165,Donaldson invariants of product ruled surfaces and two-dimensional gauge
9907117,Generalized Dirichlet Branes and Zero-modes
9907198,Tracker fields from nonminimally coupled theory
9907031,The spectrum of a transfer matrix for loops
9908051,Topological Field Theory and Quantum Holonomy Representations of Motion
9907120,Non-renormalization theorems without supergraphs: The Wess-Zumino model
9907067,Elementary introduction to pre-big bang cosmology and to the relic
9907190,Two-Loop Euler-Heisenberg QED Pair-Production Rate
9907161,Remarks on Infrared Dynamics in QED3
9907163,Dynamic and Thermodynamic Stability and Negative Modes in
9907094,D0-branes in SO(32)$\times$SO(32) open type 0 string theory
9908085,Soft Supersymmetry Breaking in Deformed Moduli Spaces; Conformal
9907106,A Note on the Chiral Anomaly in the AdS/CFT Correspondence and 1/N^2
9907075,D1/D5 Moduli in SCFT and Gauge Theory; and Hawking Radiation
9907050,The Chiral WZNW Phase Space and its Poisson-Lie Groupoid
9907147,Replica-deformation of the SU(2)-invariant Thirring model via solutions
9907042,Quantum Symmetry Reduction for Diffeomorphism Invariant Theories of
9907159,The Schrodinger Representation for Fermions and a Local Expansion of the
9907148,Triality of Majorana-Weyl Spacetimes With Different Signatures
9907109,Higher Dimensional Gravity; Propagating Torsion and AdS Gauge Invariance
9907127,Magnetic Monopoles; Vortices and the Topology of Gauge Fields
9907079,Scalar Field Theory in the AdS/CFT Correspondence Revisited
9908087,Statistical Gauge Theory for Relativistic Finite Density Problems
9907104,BPS States and Vacuum Manifold of SU_q(n) Georgi-Glashow Model
9908054,Holomorphic Effective Action of N=2 SYM Theory from Harmonic Superspace
9908052,Noncommutative Regularization for the Practical Man
9908023,Brane Supersymmetry Breaking
9907158,The Confining String from the Soft Dilaton Theorem
9907167,Short-distance analysis for algebraic euclidean field theory
9908032,Geometrical approach to Feynman integrals and the epsilon-expansion
9908099,Hawking radiation on a falling lattice
9907081,Towards a unified description of the four interactions in terms of
9907122,A cluster-separable Born approximation for the 3D reduction of the
9907146,D-Particle Feynman Graphs And Their Amplitudes
9908049,Noncommutative Geometry and Twisted Little-String Theories
9907048,On the path integral representation for the Wilson loop and the
9907189,Anomalies in String Theory with D-Branes
9907074,N=1 Type IIA brane configurations; Chirality and T-duality
9907041,World-Sheet Corrections Via D-Instantons
9907224,N=4 Supersymmetric Multidimensional Quantum Mechanics; Partial SUSY
9907216,KK Spectroscopy of Type IIB Supergravity on AdS_5 x T^{11}
9908064,Comments on Open-String Orbifolds with a Non-Vanishing B_{ab}
9907183,D-branes on Group Manifolds and Deformation Quantization
9908073,On a Generalization in Quantum Theory: Is $\hbar$ Constant?
9907057,Integration of the SL(2;R)/U(1) Gauged WZNW Model with Periodic Boundary
9908002,Covariant spinor representation of $iosp(d;2/2)$ and quantization of the
9907194,An all-order discontinuity at the electroweak phase transition
9907207,Quintessence duality
9908095,Massive and Massless Monopoles and Duality
9907033,On Alternate Derivation of Type IIB Matrix Model
9908029,Anomalous couplings of non-BPS D-branes
9908055,Restoration and Dynamical Breakdown of the \phi \to -\phi Symmetry in
9907060,Conformal Field Theory Techniques in Random Matrix models
9907135,Self-interaction effects on screening in three-dimensional QED
9907068,Vortex String Dynamics in an External Antisymmetric Tensor Field
9907025,The Question of Abelian Higgs Hair Expulsion from Extremal Dilaton Black
9907088,Correlators of Short Multi-Trace Operators in N=4 Supersymmetric
9907196,String theory in Lorentz-invariant time-like gauge
9907032,Generalized Second Law in String Cosmology
9907186,D3-branes on partial resolutions of abelian quotient singularities of
9907091,Three Dimensional Gauge Theory with Topological and Non-topological
9908078,Perturbative Calculation of Multi-Loop Feynman Diagrams. New Type of
9907078,Gauge invariant variables and the Yang-Mills-Chern-Simons theory
9907105,On Bethe strings in the two-particle sector of the closed SU(2)q
9907157,Non-BPS String Junctions and Dyons in N=4 Super-Yang-Mills
9907082,Minimal Off-Shell Supergravity in Five Dimensions
9907027,Non-Trivial Ultraviolet Fixed Point in Quantum Gravity
9907116,Black Hole Emission Rates and the AdS/CFT Correspondence
9908083,Generalized Chern-Simons Form and Descent Equation
9907193,An Application of the Schwarzian Derivative
9908019,Morita equivalence and T-duality (or B versus $\Theta$)
9908010,Probing the Strong Coupling Limit of Large N SYM on Curved Backgrounds
9908028,On Consistent Equations for Massive Spin-2 Field Coupled to Gravity in
9907089,Mass generation without phase coherence in the Chiral Gross-Neveu Model
9907093,Regular and irregular boundary conditions in AdS/CFT correspondence for
9907173,Perturbative Analysis of the Two-body Problem in (2+1)-AdS gravity
9908009,Projective resolutions of coherent sheaves and descent relations between
9908018,Ricci-Flat Branes
9907214,$(\alpha')^4$ corrections to the N=2 supersymmetric Born-Infeld action
9907175,T-duality and The Gravitational Description Of Gauge Theories
9908100,Symmetric Vacua in Heterotic M-Theory
9907046,The Geometry of Sigma-Models with Twisted Supersymmetry
9907197,On the interactions of Skyrmions with domain walls
9907152,T-Duality; Space-time Spinors and R-R Fields in Curved Backgrounds
9908042,Wilson Renormalization Group Equations for the Critical Dynamics of
9907071,Dynamical Chiral Symmetry Breaking on the Light Front I. DLCQ Approach
9908063,Consistent Superalgebraic Truncations from D=5; N=5 Supergravity
9908070,Proof of Classical Versions of the Bousso Entropy Bound and of the
9907200,Superstring Theory on AdS_2 x S^2 as a Coset Supermanifold
9908098,Partial algebraization and a q-deformed harmonic oscillator
9907128,The longitudinal fivebrane and tachyon condensation in matrix theory
9908026,Large N corrections to the strong coupling behaviour of SU(N)/Z_N
9907203,Anomaly Cancelations in Orientifolds with Quantized B Flux
9907187,The Born-Infeld electromagnetism in Kaluza-Klein theory
9907181,The Koszul-Tate Cohomology in Covariant Hamiltonian Formalism
9908067,Aspects of Heterotic/M-Theory Duality in D=3
9908069,Vortex solution in 2+1 dimensional Yang-Mills theory at high
9907035,Monopole-Skyrmions
9907201,Electric Black Holes in Type 0 String Theory
9908036,Boundary Conditions in Rational Conformal Field Theories
9907209,Infinitely Large New Dimensions
9908075,Branes and Supersymmetry Breaking in Three Dimensional Gauge Theories
9907136,Non-commutative Euclidean structures in compact spaces
9907143,Yang-Mills theory from non-critical string
9908097,Massive Monopoles and Massless Monopole Clouds
9907150,Gravity coupling from micro-black holes
9907024,Tachyon and fixed scalars of D5$_\pm$-D1$_\pm$ black hole in type 0B
9908013,Scale; Gauge Couplings; Soft Terms and Toy Compactification in M-theory
9907215,Gravitational Couplings; Orientifolds and M-Planes
9907191,The Geometry of (Super) Conformal Quantum Mechanics
9907221,Superconnections: an Interpretation of the Standard Model
9907172,Casimir energy of the Nambu-Goto string with Gauss-Bonnet term and
9907114,Noncommutative Gauge Fields on Poisson Manifolds
9908017,D=4; N=1; Type IIA Orientifolds
9907208,Derivative Expansion and Soliton Masses
9908014,Towards the classification of conformal field theories in arbitrary even
9907103,Violation of the string hypothesis and Heisenberg XXZ spin chain
9908021,New Concepts in Particle Physics from Solution of an Old Problem
9908074,Feynman rules for non-perturbative sectors and anomalous supersymmetry
9907170,A Calibration Bound for the M-Theory Fivebrane
9907125,On the universal Representation of the Scattering Matrix of Affine Toda
9907086,Orientifolding the conifold
9907164,Stable Non-BPS States in F- theory
9907185,The Primordial Gravitational Wave Background in String Cosmology
9907212,Non-Locality and Ellipticity in a Gauge-Invariant Quantization
9908059,(2+1)-Dimensional Fermion Determinant in a Constant Background Field at
9908038,IIB Matrix Model
9907095,The Embedding of Superstring Backgrounds in Einstein Gravity
9908006,Spectrum of Maxwell-Chern-Simons Theory Realized on Type IIB Brane
9907051,Conformality from Field-String Duality on Abelian Orbifolds
9907219,3D superconformal theories from Sasakian seven-manifolds: new nontrivial
9907083,A Matrix Model for Type 0 Strings
9908072,Tachyon-free Non-supersymmetric Type IIB Orientifolds via
9907053,Topological Born-Infeld Actions and D-Branes
9907217,Master Equation for Lagrangian Gauge Symmetries
9907036,Some comments about Schwarzschield black holes in Matrix theory
9907130,Symmetry Algebras of Quantum Matrix Models in the Large-N Limit
9907099,Remarks on Covariant Matrix Strings
9907023,`Desert' in Energy or Transverse Space?
9907202,T-Duality in the Green-Schwarz Formalism; and the Massless/Massive IIA
9908086,Values of the Couplings and Internal Geometry
9907184,Open Descendants of Z_2\times Z_2 Freely-Acting Orbifolds
9907112,Anomaly cancellation in K3 orientifolds
9907054,Non-Supersymmetric Open String Vacua
9907205,Ultraviolet and Infrared freedom from string amplitudes
9907098,Kinky D-Strings
9907174,(2+1)-AdS Gravity on Riemann Surfaces
9908091,Remarks on Non-BPS D-Branes
9908043,Analysis of the Wilsonian Effective Potentials in Dynamical Chiral
9908015,Isospin from Spin by Compositenes
9907188,The Free Energy of N=4 Super-Yang-Mills and the AdS/CFT Correspondence
9907156,Non-BPS Dirac-Born-Infeld Solitons
9907115,Holographic Cosmology and its Relevant Degrees of Freedom
9907199,The Casimir Energy in a Separable Potential
9908076,The Shape of Gravity
9907129,Flat-space scattering and bulk locality in the AdS/CFT correspondence
9907064,On the virial coefficients of nonabelian anyons
9907144,Gravity from CFT on $S^N(X)$ CFT: Symmetries and Interactions
9908056,Magnetic fields; branes and noncommutative geometry
9907111,ADM approach to 2+1 dimensional gravity coupled to particles
9907132,Comments on T-dualities of Ramond-Ramond Potentials
9907137,The non chiral fusion rules in rational conformal field theories
9907162,Chiral Anomalies In Field Theories
9907206,AdS/CFT and BPS Strings in Four Dimensions
9908034,Domain walls and dimensional reduction
9907043,The Area Operator in the Spherically Symmetric Sector of Loop Quantum
9907141,Light-Cone Broadening and TeV Scale Extra Dimensions
9907049,A Universal Disentangling Formula for Coherent States of Perelomov's
9907045,Solution of Schwinger-Dyson Equations for ${\cal PT}$-Symmetric Quantum
9908045,Kappa-Symmetry of Green-Schwarz Actions in Coset Superspaces
9907179,Path integral evaluation of Dbrane amplitudes
9907151,Computations in Large N Matrix Mechanics
9908046,Structure constants for the D-series Virasoro minimal models
9907140,Constructing D-Branes from K-Theory
9907085,Some Cubic Couplings in Type IIB Supergravity on $AdS_5\times S^5$ and
9908020,Instantons and Non-renormalisation in AdS/CFT
9907034,"Nature: ""I have Two Times"""
9908079,A mechanism for dynamical generation of SU(2) Georgi-Glashow model
9908039,A Remark on Witten Effect for QCD Monopoles in Matrix Quantum Mechanics
9908053,Tensionless strings and the space-time signature change
9908081,Functional Integral in terms of the Field Strength: An Approach to
9907096,The orthogonal ensemble of random matrices and QCD in three dimensions
9907123,Duality in Topological Quantum Field Theories
9908089,Matter Coupled AdS_3 Supergravities and Their Black Strings
9907182,Yang-Mills theory as an Abelian theory without gauge fixing
9908025,Symmetry breaking boundaries II. More structures; examples
9907026,Superpotentials and Membrane Instantons
9907118,Schwinger terms in 1+1 dimensions
9907153,One-parameter family of selfdual solutions in classical Yang-Mills
9907210,Heterotic Little String Theories and Holography
9907142,Fundamental vs. Solitonic Description of D3 branes
9907145,Quantum Spacetimes and Finite N Effects in 4D Super Yang-Mills Theories
9907166,Non-Commutative Yang-Mills and the AdS/CFT Correspondence
9908092,Nonpropagation of tachyon on the BTZ black hole in type 0B string theory
9907178,Holography for Non-Critical Superstrings
9907100,Matrix Theory; AdS/CFT and Higgs-Coulomb Equivalence
9908001,The Hagedorn Transition; Deconfinement and N=4 SYM Theory
9907124,Gravitino Production After Inflation
9908033,Ensemble of Vortex Loops in the Abelian-Projected SU(3)-Gluodynamics
9908084,Dual Anti-de Sitter Superalgebras from Partial Supersymmetry Breaking
9908035,ADHM and D-instantons in orbifold AdS/CFT duality
9907160,Unsharp Degrees of Freedom and the Generating of Symmetries
9907077,Examples of Black Holes in Two-Time Physics
9908005,Anti-de Sitter Supersymmetry
9907154,Barrett-Crane model from a Boulatov-Ooguri field theory over a
9908058,Gaussian Effective Potential Analysis of Sinh(Sine)-Gordon Models by New
9907028,On the unique solutions manifold of the Laughlin problem
9907062,Comments on a Covariant Entropy Conjecture
9908011,The Hamiltonians of Linear Quantum Fields: I. Existence Theory
9907090,Quantum 1/4 BPS Dyons
9907080,General considerations of the cosmological constant and the
9907177,High energy scattering and the AdS/CFT correspondence
9908093,On Holography and Cosmology
9907139,Center Projection Vortices in Continuum Yang-Mills Theory
9907056,An SL(2;R) Model of Constrained Systems: Algebraic Constraint
9907134,Affine 7-brane Backgrounds and Five-Dimensional $E_N$ Theories on $S^1$
9907063,Non-Abelian Stokes Theorem for Wilson Loops Associated with General
9908031,Quantum Dynamics from Classical Dissipative Systems
9908024,Back-Reaction to Dilaton-Driven Inflation
9907107,Correlation Functions of Conserved Currents in N = 2 Superconformal
9907192,Casimir energy of a compact cylinder under the condition $\epsilon\mu =
9908041,Quantization of the Type II Superstring in a Curved Six-Dimensional
9907066,Tiling with almost-BPS states
9907204,D3-brane shells to black branes on the Coulomb branch
9907059,The principle of symmetric bracket invariance as the origin of first and
9908044,Superconformal Multi-Black Hole Quantum Mechanics
9908008,Three-Dimensional Gorenstein Singularities and SU(3) Modular Invariants
9908066,Axion-Dilatonic Conformal Anomaly from Ads/CFT Correspondence
9908037,Chern-Simons Invariants of Closed Hyperbolic 3-Manifolds
9907138,Some Generalized BRS Transformations. II A Quantum Gravity Model
9908004,Dynamics of D-brane Black Holes
9908088,M Theory; Orientifolds and G-Flux
9908048,Eguchi-Hanson metric from various limits
9907133,1/4 BPS States and Non-Perturbative Couplings in N=4 String Theories
9907044,Recursive Graphical Construction for Feynman Diagrams of Quantum
9907073,Bose-Einstein condensation and superfluidity of a weakly-interacting
9907149,Non linear $\sigma$ models : renormalisability versus geometry
9908082,Hyperkahler quotients and algebraic curves
9908096,Normalized Vacuum States in N = 4 Supersymmetric Yang--Mills Quantum
9907084,Integrable 2D Lorentzian Gravity and Random Walks
9908012,The Hamiltonians of Linear Quantum Fields: II. Classically Positive
9908022,Thermodynamics of Kerr-Newman-AdS Black Holes and Conformal Field
9907110,Waves on Noncommutative Spacetime and Gamma-Ray Bursts
9908060,Non-supersymmetric D-Brane Configurations with Bose-Fermi Degenerate
9907061,Some Properties of Type I' String Theory
9907108,AdS_5/CFT_4 Four-point Functions of Chiral Primary Operators: Cubic
9908090,Tiling the plane without supersymmetry
9907223,Induced vacuum condensates in the background of a singular magnetic
9908027,Fractional Statistics and Chern-Simons Field Theory in 2+1 Dimensions
9907029,Generalized AdS-CFT Correspondence for Matrix Theory in the Large N
9907072,Reflection Amplitudes of ADE Toda Theories and Thermodynamic Bethe
9907155,Light-cone Quantum Mechanics of the Eleven-dimensional Superparticle
9908071,Towards a supersymmetric classification of D-brane configurations with
9907065,A New Look at the Schouten-Nijenhuis; Frolicher-Nijenhuis and
9907126,Elastic Parton-Parton Scattering from AdS/CFT
9907038,Orientifolds; RG Flows; and Closed String Tachyons
9907121,Defining relations for W-algebras from singular vectors
9908016,TeV-scale Supersymmetric Standard Model with Higgs as a Slepton
9907168,Recursive Graphical Construction of Feynman Diagrams and Their
9907047,Three Point Functions of Chiral Primary Operators in d=3; N= 8 and d=6;
9908007,Compactification of Type IIB String Theory on Calabi-Yau Threefolds
9908062,Nonperturbative Renormalization Group and Renormalizability of Gauged
9908040,Non-commutative World-volume Geometries: Branes on SU(2) and Fuzzy
9907180,Decomposing the Yang-Mills Field
9907119,Topological Quantum Field Theories -- A Meeting Ground for Physicists
9907097,Photon splitting and photon-plasmon interaction in a dense medium
9907113,OSp supergroup manifolds; superparticles and supertwistors
9908068,Global Properties of Exact Solutions in Integrable Dilaton-Gravity
9907211,Matrix Theory Star Products from the Born-Infeld Action
9907131,Worldsheet approaches to D-branes on supersymmetric cycles
9907102,Calogero-Moser Models IV: Limits to Toda theory
9908003,On Symmetry Restoration at Finite Temperature (Scalar Case)
9907052,Static Quantization of Two-dimensional Dilaton Gravity and Black Holes
9908065,Strong Coupling Limit of ${\cal N}=2$ SCFT Free Energy and Higher
9907037,Supersymmetric D0-Branes in Curved Backgrounds
9908047,Non-BPS D8-branes and Dynamic Domain Walls in Massive IIA Supergravities
9907169,Superconformal Transformation Properties of the Supercurrent II: Abelian
9908057,Again on the possible compositeness of the photon
9907225,Dynamical Supersymmetry Breaking
9907171,Affine sl(2|1) and D(2|1;alpha) as Vertex Operator Extensions of Dual
9907030,Self-gravitating fundamental strings and black-holes
9907055,Boundary Conditions as Dirac Constraints
9907069,Vortex Strings and Nonabelian sine-Gordon Theories
9907087,String Theory on AdS(3) Revisited
9907195,Topological phase transitions in two-dimensional systems with internal
9908115,Branes from Moyal Deformation Quantization of Generalized Yang Mills
9908126,Non-BPS Dirichlet branes
9909129,Non-linear Schroedinger Dynamics of Matrix D-branes
9909188,The structure of N=3 multiplets in AdS_4 and the complete Osp(3|4) X
9909216,g-function flow in perturbed boundary conformal field theories
9909215,Supergravity and Large N Noncommutative Field Theories
9909106,Oscillating Inflation with a non-minimally coupled scalar field
9909002,Parafermionic and Generalized Parafermionic Algebras
9908164,Flat connections for Yang-Mills theories on the 3--torus
9909091,Monopoles and Black Hole Entropy
9909209,String Nature of Confinement in (Non-)Abelian Gauge Theories
9909099,Higher-dimensional Origin of D=3 Coset Symmetries
9909047,The Supergravity Dual of N=1 Super Yang-Mills Theory
9909196,Instanton Correction of Prepotential in Ruijsenaars Model Associated
9909068,Logarithmic Operators Fold D branes into AdS_3
9908168,Topological quantum mechanics and the first Chern class
9909107,D-branes on Fourfolds with Discrete Torsion
9909007,BPS States in 10+2 Dimensions
9909101,"IR Dynamics of d=2; N=(4;4) Gauge Theories and DLCQ of ""Little String"
9908136,The *Report
9909006,QCD_4 From a Five-Dimensional Point of View
9909219,Compactified Little String Theories and Compact Moduli Spaces of Vacua
9909102,Rotating Kaluza-Klein Black Holes
9909147,Conformal maps and dispersionless integrable hierarchies
9908200,On the equivalence of Daviau's space Clifford algebraic; Hestenes' and
9909211,Variational approximations for correlation functions in quantum field
9909123,Correct Treatment of 1/(\eta\cdot k)^p Singularities in the Axial Gauge
9909135,Holomorphic Analogs of Topological Gauge Theories
9909171,High Energy Scattering on Distant Branes
9909225,Weak-QES extensions of the Calogero model
9908119,Infra-Red Asymptotic Dynamics of Gauge Invariant Charged Fields: QED
9908138,On the Arnold Conjecture and the Atiyah-Patodi-Singer Index Theorem
9909199,Warp Factors and Extended Sources in Two Transverse Dimensions
9909228,Superconformal Hypermultiplets
9909062,Supersymmetric World-volume Action for Non-BPS D-branes
9908207,Functorial QFT; Gauge Anomalies and the Dirac Determinant Bundle
9909013,Wilson Loops as Precursors
9908144,TASI Lectures on Non-BPS D-Brane Systems
9909103,Constraints on a Brane-World from the Vanishing of the Cosmological
9908111,Harmonic scale transformation in effective QFTs with underlying
9909197,How to make the gravitational action on non-compact space finite
9909092,Null Strings and Membranes in Demianski-Newman Background
9909024,Evolution of the Bogoluibov Renormalization Group
9909088,Currents and Moduli in the (4;0) theory
9909164,More D-branes in the Nappi-Witten background
9909186,The Hadamard Function and the Feynman Propagator in the AdS/CFT
9909082,Maximally Supersymmetric RG Flows and AdS Duality
9909158,An Essay on Color Confinement
9909190,Consistent Batalin--Fradkin quantization of Infinitely Reducible First
9909063,On AdS3 String Theory
9910130,A Self-Dual Model for the SU(2) Gauge Theory
9909053,Inflation and Gauge Hierarchy in Randall-Sundrum Compactification
9909094,Deformations of Chiral Two-Forms in Six Dimensions
9910128,Perturbation theory in radial quantization approach and the expectation
9909112,Chern-Simons Gravity; Wilson Lines and Large N Dual Gauge Theories
9908132,Intersecting M-Fluxbranes
9908185,New maverick coset theories
9909114,Klein Bottles and Simple Currents
9908140,AdS/CFT correspondence for n-point functions
9909015,More on the Tensorial Central Charges in N=1 Supersymmetric Gauge
9908135,Supersymmetric Three-cycles and (Super)symmetry Breaking
9909117,Extended Gauge Theories in Euclidean Space with Higher Spin Fields
9909105,WZ Couplings of D-branes and O-planes
9909192,Physical auxiliary field in supersymmetric QCD with explicit
9908152,A Note On Space Noncommutativity
9909104,Hidden E type structures in dilute A models
9909090,Comments on `Existence of axially symmetric solutions in SU(2)-Yang
9908110,Three-Dimensional CFTs and RG Flow from Squashing M2-Brane Horizon
9909155,Induced charge matching and Wess-Zumino term on quantum modified moduli
9909198,Destabilizing the gaugino condensate in modular invariant supergravity
9909138,Hawking Radiation in the Dilaton Gravity with a Non-Minimally Coupled
9909176,A Relation between Commutative and Noncommutative Descriptions of
9908158,Nontriviality of Abelian gauged Nambu-Jona-Lasinio models in four
9909025,Glueball Mass Spectrum in KK Monopole Background
9908156,New Regularization Using Domain Wall
9910132,Solving the Hierarchy Problem with Noncompact Extra Dimensions
9909124,Gauge Theory Scattering from the AdS/CFT correspondence
9908143,The Prepotential of N=2 SU(2) x SU(2) Supersymmetric Yang-Mills Theory
9909018,Infinitely Coloured Black Holes
9909093,Field Theory Duals from (Non)-Critical Type 0 Strings
9909109,An Orbifold of Type 0B Strings and Non-supersymmetric Gauge Theories
9909214,Non-commutative world-volume interactions on D-brane and
9909111,On the Rotating Charged BTZ Metric
9909076,Many-Brane Extention of the Randall-Sundrum Solution
9909051,Stable Solutions of the Double Compactified D=11 Supermembrane Dual
9909159,The Goto-Imamura-Schwinger Term and Renormalization Group
9909116,A Z_2 x Z_2 orientifold with spontaneously broken supersymmetry
9909137,The complete N=3 Kaluza Klein spectrum of 11D supergravity on AdS_4 x
9909042,Algebraic construction of quantum integrable models including
9909202,Monopoles and Dyons in Non-Commutative Geometry
9909041,States and Curves of Five-Dimensional Gauged Supergravity
9909020,Non-Renormalization Theorems for Operators with Arbitrary Numbers of
9909011,Mass Generation in Continuum SU(2) Gauge Theory in Covariant Abelian
9909003,A Note on non-supersymmetric open-string orbifolds with a quantised B_ab
9908202,Supersymmetric Quantum Mechanics from Light Cone Quantization
9909156,Confining Properties of Abelian-Projected Theories and Field Strength
9908113,A New Type of Loop Equations
9909030,The geometry of WZW branes
9909077,Dynamics and thermodynamics of a probe brane in the multicenter and
9909136,On flat connections with non-diagonalizable holonomies
9909050,Non Abelian TQFT and scattering of self dual field configuration
9909036,Low Energy String: An Aristotelian Top ?
9908148,Large N gauge theories and AdS/CFT correspondence
9909005,Supersymmetric Worldvolume Solitons
9909085,Holography and Noncommutative Yang-Mills
9908106,The Matrix model and the non-commutative geometry of the supermembrane
9908107,Holomorphic factorization of correlation functions in (4k+2)-dimensional
9908165,Absorption by Threebranes and the AdS/CFT Correspondence
9909191,Zero Energy States for SU(N): A Simple Exercise in Group Theory ?
9909071,Scalar absorption by spinning D3-branes
9909021,Nonlinear Self-Duality in Even Dimensions
9909152,Dynamical truncation of the string spectrum at finite N
9909226,Monopole and Dyon Solutions in AdS space
9909130,Supergravity on the Brane
9908188,Renormalization of Non-Semisimple Gauge Models with the Background Field
9909144,Gauged N=2 Off-Shell Supergravity in Five Dimensions
9908147,Scales of Gaugino Condensation and Supersymmetry Breaking in Nonstandard
9909207,Regularization of QED by a generalized 't Hooft and Veltman method
9908169,Space-Time Supersymmetry; IIA/B Duality and M-Theory
9908125,Instantons in ${\cal N}=2$ $Sp(N)$ Superconformal Gauge Theories and the
9908101,Casimir's energy of a conducting sphere and of a dilute dielectric ball
9908196,Discrete Spectrum of the Graviton in the $AdS^5$ Black Hole Background
9909028,Orientifold Points in M Theory
9908109,Charged and rotating AdS black holes and their CFT duals
9909052,Nonlinear sigma model approach for phase disorder transitions and the
9909179,Three Point Functions for a Class of Chiral Operators in Maximally
9909057,Modified initial state for perturbative QCD
9909100,Bosonization in four dimensions: The smooth way
9908154,Born-Infeld strings between D-branes
9910129,Instantons and Chiral Anomaly in Fuzzy Physics
9909031,Nonlinear Integral Equation and Finite Volume Spectrum of Minimal Models
9908192,Killing Spinors and Supersymmetric AdS Orbifolds
9909157,Discrete U-duality Groups
9909143,IIB-Branes and New Spacetime Superalgebras
9909001,A New Angle on Intersecting Branes in Infinite Extra Dimensions
9909218,Nahm Data and the Mass of 1/4-BPS States
9908170,Abelian BF-Theory and Spherically Symmetric Electromagnetism
9908177,On symmetries of Chern-Simons and BF topological theories
9909153,The Exact Quantum Sine-Gordon Field Equation and Other Non-Perturbative
9909189,Hopf instantons in Chern-Simons theory
9908208,Dirac Equations; Light Cone Supersymmetry; and Superconformal Algebras
9908203,A toy model of Polyakov duality
9909032,Geometry and N=2 Exceptional Gauge Theories
9908183,Surface observables and the Weyl anomaly
9909169,Spins and charges in Grassmann space and Kahler spinors in space of
9909195,Branched Polymers Re-Revisited
9908149,Casimir Effect: The Classical Limit
9909163,D-branes in group manifolds
9909097,AdS_3 Asymptotic (super)symmetries
9908151,Rigid and gauge Noether symmetries for constrained systems
9901063,On Gauge Invariant Wilsonian Flows
9901060,BPS solutions of a D5-brane worldvolume in a D3-brane background from
9901009,Holomorphic Vector Bundles and Non-Perturbative Vacua in M-Theory
9901068,Parity and CT realization in QCD
9902005,A Note on 1/4-BPS States
9901011,The Casimir Effect: Physical Manifestations of Zero Point Energy
9902012,Non-Critical Confining Strings and the Renormalization Group
9901090,Decomposition of nonlocal light-cone operators into harmonic operators
9901062,Dirichlet Solitons in Field Theories
9901080,Open Strings in a B-field Background as Electric Dipoles
9901058,On Quantization of Polynomial Momentum Observables
9901115,Closed-form Absorption Probability of Certain D=5 and D=4 Black Holes
9901126,Instanton Action for Type II Hypermultiplets
9901026,Possible quantum instability of primordial black holes
9901139,Conformal Mechanics and the Virasoro Algebra
9901070,Chiral Symmetry in Supersymmetric Three Dimensional Quantum
9901162,Prepotentials from Symmetric Products
9901025,$U_L(N)\times U_R(N)$-invariant four-fermion interactions and
9901039,Center Vortices; Nexuses; and the Georgi-Glashow Model
9901031,Looking beyond the Thermal Horizon: Hidden Symmetries in Chiral Models
9901111,Surviving on the Slope: Supersymmetric Vacuum in the Theories Where It
9901108,Dirac Particles in Twisted Tubes
9901159,Membranes from Five-Branes and Fundamental Strings from Dp Branes
9901054,Anomalies and Analytic Torsion on Hyperbolic Manifolds
9901152,Eleven-dimensional massless superparticles and matrix theory spin-orbit
9901137,Quantum Corrections in the Hypermultiplet Moduli Space
9901006,Strong coupling expansion and Seiberg-Witten-Whitham equations
9901095,Black Holes; Branes and Superconformal Symmetry
